"CODIGO","NOMBRE","NIVEL","ACLARACION"
358700,"REPARACIÓN DE COARTACION AORTICA SOD",3,
"358701","REPARACIÓN DE COARTACION AORTICA CON RESECCIÓN Y ANASTOMOSIS T-T",3,
"358702","REPARACIÓN DE COARTACION AORTICA CON RESECCIÓN Y COLGAJO DE SUBCLAVÍA",3,
"358703","REPARACIÓN DE COARTACION AORTICA CON INTERPOSICION DE INJERTO",3,
"358800","CORRECCIÓN TOTAL DE TRANSPOSICION DE GRANDES VASOS SOD",3,
"358801","TRANSPOSICION DEL RETORNO VENOSO CON PARCHE O SEPTACION INTERAURICULAR [MUSTARD Y SENNING]",3,
"358802","TRANSPOSICION ARTERIAL CON REIMPLANTE DE CORONARIAS [JATENE]",3,
"358803","REPARO DE VENTANA AORTOPULMONAR CON PARCHE AORTICO Y/O PULMONAR",3,
"359200","CREACION DE CONDUCTO ENTRE EL VENTRICULO DERECHO Y LA ARTERIA PULMONAR SOD",3,
"359300","CREACION DE CONDUCTO ENTRE EL VENTRICULO IZQUIERDO Y LA AORTA SOD",3,
"359401","CREACION DE CONDUCTO ENTRE AURICULA Y ARTERIA PULMONAR",3,
359402,"CREACION DE FISTULAS SISTEMICO-PULMONARES",3,
359403,"DERIVACIÓN CAVO-PULMONAR TOTAL [FONTAN]",3,
"359404","DERIVACIÓN CAVO SUPERIOR A ARTERIA PULMONAR [GLENN CLASICO O BIDIRECCIONAL]",3,
"359405","DERIVACIÓN CAVO SUPERIOR- PULMONAR, DEJANDO FLUJO ANTE-ROGRADO (REPARO UNO Y MEDIO VENTRICULAR)",3,
"359501","REINTERVENCIÓN POR SANGRADO, DESPUES DE CIRUGIA CARDIACA",3,
"359502","REINTERVENCIÓN POR CARDIOPATIAS CONGENITAS COMPLEJAS",3,
359700,"CERCLAJE DE ARTERIA PULMONAR SOD",3,
359800,"RECONSTRUCCION DE ARTERIA PULMONAR SOD",3,
"360100","ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTÁNEA SIMPLE (ATERECTOMIA CORONARIA) SIN USO DE AGENTE TROMBOLITICO",3,
"360101","ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTÁNEA , UNO O DOS VASOS",3,
"360102","ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTÁNEA , MAS DE DOS VASOS",3,
"360200","ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTÁNEA SIMPLE (ATERECTOMIA CORONARIA) CON USO DE AGENTE TROMBOLITICO SOD",3,
"360201","ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTÁNEA SIMPLE CON INFUSION DE AGENTE TROMBOL ITICO, UNO O DOS VASOS",3,
"360202","ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTÁNEA SIMPLE CON INFUSION DE AGENTE TROMBOLITICO, MAS DE DOS VASOS",3,
"360300","ANGIOPLASTIA DE ARTERIA CORONARIA CON TORAX ABIERTO SOD",3,
"360400","INFUSION ARTERIAL INTRACORONARIA DE TROMBOLITICOS (TROMBO-LISIS INTRACORONARIA) SOD",3,
"360401","INFUSION ARTERIAL INTRACORONARIA DE TROMBOLITICOS (TROMBO-LISIS INTRACORONARIA) VÍA ENDOVASCULAR",3,
"360500","ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTÁNEA MULTIPLE (ATERECTOMIA CORONARIA) REALIZADA DURANTE LA MISMA INTERVENCION SOD",3,
"360600","INSERCIÓN O IMPLANTE DE PROTESIS INTRACORONARIA (STENT) SOD",3,"CORRESPONDE AL STENT CONVENCIONAL NO RECUBIERTO"
"361000","ANASTOMOSIS AORTOCORONARIA PARA REVASCULARIZACIÓN MIOCARDICA, SOD",3,
"361100","ANASTOMOSIS AORTOCORONARIA DE UNA ARTERIA CORONARIA SOD",3,
"361200","ANASTOMOSIS AORTOCORONARIA DE DOS ARTERIAS CORONARIAS SOD",3,
"361300","ANASTOMOSIS AORTOCORONARIA DE TRES ARTERIAS CORONARIAS SOD",3,
"361400","ANASTOMOSIS AORTOCORONARIA DE CUATRO O MAS ARTERIAS CORONARIAS SOD",3,
"361501","ANASTOMOSIS SIMPLE O SECUENCIAL DE ARTERIA MAMARIA-ARTERIA CORONARIA, POR ESTERNOTOMIA O TORACOTOMIA",3,
"361505","ANASTOMOSIS SIMPLE O SECUENCIAL DE ARTERIA MAMARIA-ARTERIA CORONARIA, POR TORACOSCOPIA",3,
"361701","ANASTOMOSIS CORONARIA PARA REVASCULARIZACIÓN CARDIACA DE UNO O MAS VASOS CON VENA SAFENA POR ESTERNOTOMIA O TORACOTOMIA",3,
"361703","ANASTOMOSIS CORONARIA PARA REVASCULARIZACIÓN CARDIACA DE UNO O MAS VASOS CON VENA SAFENA, POR TORACOSCOPIA",3,
"362100","REVASCULARIZACIÓN CARDIACA POR IMPLANTACIÓN DE ARTERIA RADIAL SOD",3,
"362200","REVASCULARIZACIÓN CARDIACA POR IMPLANTACIÓN DE ARTERIA GASTROEPIPLOICA SOD",3,
"362300","REVASCULARIZACIÓN CARDIACA POR IMPLANTACIÓN DE OTRAS ARTERIAS SOD",3,
"363200","REINTERVENCION DE REVASCULARIZACIÓN CARDIACA (DERIVACIÓN O PUENTES CORONARIOS) SOD",3,
"369100","REPARACIÓN DE ANEURISMA DE VASO CORONARIO SOD",3,
"369200","REPARACIÓN O CIERRE DE FISTULA AORTO- CORONARIA SOD",3,
370100,"PERICARDIOCENTESIS SOD",3,
"372101","CATÉTERISMO CARDIACO DEL LADO DERECHO DEL CORAZÓN CON ESTUDIO ELECTROFISIOLOGICO INTRACARDIACO [ESTUDIO ELECT RO-FISIOLOGICO CARDIACO CONVENCIONAL]",3,
"372200","CATÉTERISMO CARDIACO DEL LADO IZQUIERDO DEL CORAZÓN SOD",3,
"372300","CATÉTERISMO COMBINADO DE LOS LADOS DERECHO E IZQUIERDO DEL CORAZÓN SOD",3,
"372301","CATÉTERISMO COMBINADO DE LOS LADOS DERECHO E IZQUIERDO DEL CORAZÓN CON ESTUDIO ELECTROFISIOLOGICO",3,
372400,"CATÉTERISMO TRANSEPTAL DEL CORAZÓN SOD",3,
"372401","CATÉTERISMO TRANSEPTAL DEL CORAZÓN CON ESTUDIO ELECTRO-FISILOGICO",3,
"372501","ESTUDIO ELECTROFISIOLOGICO CARDIACO TRANS ESOFAGICO",3,
"372502","ESTUDIO ELECTROFISIOLOGICO CARDIACO PERCUTANEO",3,
372600,"BIOPSIA DE PERICARDIO SOD",3,
372700,"BIOPSIA DE CORAZÓN SOD",3,
373100,"PERICARDIECTOMIA SOD",3,
373103,"ESCISIÓN DE QUISTE O TUMOR PERICARDICO",3,
373200,"ESCISIÓN DE ANEURISMA DE CORAZÓN SOD",3,
373300,"ESCISIÓN DE LESION O TEJIDO DEL CORAZÓN SOD",3,
373301,"ESCISIÓN DE TUMOR DEL CORAZÓN",3,
"373302","RESECCIÓN ABIERTA DE HACES ANOMALOS DEL SISTEMA DE CONDUCCION",3,
"373600","EXTRACCIÓN DE CUERPO EXTRAÑO INTRACARDIACO SOD",3,
"373700","EXTRACCIÓN DE CUERPO EXTRAÑO INTRAPERICARDICO SOD",3,
374100,"CARDIORRAFIA SOD",3,
"374200","REPARACIÓN DE CORAZÓN POR RUPTURA POSTINFARTO SOD",3,
374300,"PERICARDIORRAFIA SOD",3,
375100,"TRASPLANTE CARDIACO SOD",3,
375200,"OBTENCION DEL CORAZÓN (DONANTE) SOD",3,
376100,"IMPLANTACIÓN DE BALON CONTRAPULSACION SOD",3,
"376400","EXTRACCIÓN O RETIRO DE SISTEMA DE ASISTENCIA CARDIACA SOD",3,
"377100","INSERCIÓN DE ELECTRODO TRANSVENOSO EN VENTRICULO SOD",3,
"377200","INSERCIÓN DE ELECTRODO TRANSVENOSO EN AURICULA Y VEN-TRICULO SOD",3,
"377300","INSERCIÓN DE ELECTRODO TRANSVENOSO EN AURICULA SOD",3,
"377401","INSERCIÓN O SUSTITUCIÓNDE ELECTRODO EPICARDICO POR ESTERNOTOMIA O TORACOTOMIA",3,
377500,"REVISION DE ELECTRODO SOD",3,
"377800","INSERCIÓN DE MARCAPASO TRANSVENOSO TEMPORAL (TRANSITORIO) O IMPLANTE DE MONITOR DE EVENTOS SOD",3,
378200,"IMPLANTACIÓN DE MARCAPASO UNICAMERAL SOD",3,
378300,"INSERCIÓN DE MARCAPASOS BICAMERAL SOD",3,
"378500","REVISION [REPROGRAMACION] DE APARATO MARCAPASO SOD",3,
"378900","RETIRO O ELIMINACION DE MARCAPASOS CARDIACO SOD",3,
"379401","IMPLANTACIÓN DE CARDIOVERSOR/DESFIBRILADOR, VÍA INFRA-CLAVICULAR",3,
"379402","IMPLANTACIÓN DE CARDIOVERSOR/DESFIBRILADOR, VÍA SUBCUTANEA (SUBPECTORAL)",3,
380101,"TROMBOEMBOLECTOMÍA DE CEREBRAL MEDIA",3,
"380102","TROMBOEMBOLECTOMÍA DE COMUNICANTE ANTERIOR",3,
"380103","TROMBOEMBOLECTOMÍA DE CARÓTIDA INTERNA SUPRACLINOIDEA",3,
380104,"TROMBOEMBOLECTOMÍA DE OFTALMICA",3,
"380110","TROMBOLISIS DE VASOS INTRACRANEALES, VÍA ENDOVASCULAR",3,
"380200","TROMBOEMBOLECTOMÍA DE VASOS DE CABEZA Y CUELLO SOD",3,
"380201","TROMBOEMBOLECTOMÍA ARTERIAL DE ZONA I Y III DE CUELLO",3,
"380202","TROMBOEMBOLECTOMÍA ARTERAL DE ZONA II DE CUELLO",3,
"380203","TROMBOEMBOLECTOMÍA VENOSA DE ZONA I Y III DE CUELLO",3,
"380204","TROMBOEMBOLECTOMÍA VENOSA DE ZONA II DE CUELLO",3,
"380210","TROMBOLISIS DE VASOS DE CABEZA Y CUELLO, VÍA ENDOVASCULAR",3,
"380300","TROMBOEMBOLECTOMÍA DE VASOS DE MIEMBROS SUPERIORES SOD",3,
380301,"TROMBOLECTOMIA DE ARTERI A SUBCLAVÍA",3,
380302,"TROMBOEMBOLECTOMÍA ARTERIAL AXILAR",3,
"380303","TROMBOEMBOLECTOMÍA ARTERIAL DE BRAZO O ANTEBRAZO",3,
380304,"TROMBOLECTOMIA DE VENA SUBCLAVÍA",3,
380305,"TROMBOEMBOLECTOMÍA VENOSA AXILAR",3,
"380306","TROMBOEMBOLECTOMÍA VENOSA DE BRAZO O ANTEBRAZO",3,
380500,"TROMBOEMBOLECTOMÍA EN VASOS ESPINALES SOD",3,
"380600","TROMBOEMBOLECTOMÍA DE ARTERIAS ABDOMINALES SOD",3,
"380601","TROMBOEMBOLECTOMÍA DE ARTERIAS ABDOMINALES VÍA ABIERTA",3,
"380602","TROMBOLISIS ARTERIAL ABDOMINAL VÍA ENDOVASCULAR",3,
"380700","TROMBOEMBOLECTOMÍA DE VENAS ABDOMINALES SOD",3,
"380701","TROMBOEMBOLECTOMÍA DE VENAS ABDOMINALES, VÍA ABIERTA",3,
"380702","TROMBOLISIS VENOSA ABDOMINAL, VÍA ENDOVASCULAR",3,
"380800","TROMBOEMBOLECTOMÍA DE ARTERIAS DE MIEMBROS INFERIORES SOD",3,
"380801","TROMBOEMBOLECTOMÍA SUPRAPATELAR DE ARTERIAS EN MIEMBROS INFERIORES",3,
"380802","TROMBOEMBOLECTOMÍA INFRAPATELAR DE ARTERIAS EN MIEMBROS INFERIORES",3,
"380810","TROMBOLISIS DE ARTERIAS DE MIEMBROS INFERIORES, VÍA ENDOVASCULAR",3,
"380900","TROMBOEMBOLECTOMÍA DE VENAS DE MIEMBROS INFERIORES SOD",3,
"380901","TROMBOEMBOLECTOMÍA SUPRAPATELAR VENOSA PROFUNDA",3,
"380902","TROMBOEMBOLECTOMÍA INFRAPATELAR VENOSA PROFUNDA",3,
"380903","TROMBOEMBOLECTOMÍA VENOSA SUPERFICIAL EN MIEMBROS INFERIORES",3,
"380910","TROMBOLISIS DE VENAS DE MIEMBROS INFERIORES, VÍA ENDO-VASCULAR",3,
"381100","ENDARTERECTOMÍA DE VASOS INTRACRANEALES SOD",3,
"381101","ENDARTERECTOMÍA DE LA CARÓTIDA INTERNA PORCION INTRACRA-NEAL",3,
"381200","ENDARTERECTOMÍA DE VASOS DE CABEZA Y CUELLO SOD",3,
381201,"ENDARTERECTOMÍA DE LA CARÓTIDA COMUN",3,
"381202","ENDARTERECTOMÍA DE ARTERIA CARÓTIDA EXTERNA",3,
"381203","ENDARTERECTOMÍA DE CARÓTIDA INTERNA PORCION CERVICAL",3,
"381300","ENDARTERECTOMÍA DE VASOS DE MIEMBROS SUPERIORES SOD",3,
381301,"ENDARTERECTOMÍA DE SUBCLAVÍA",3,
381302,"ENDARTERECTOMÍA AXILAR",3,
"381303","ENDARTERECTOMÍA DE VASOS DE BRAZO O ANTEBRAZO",3,
381400,"ENDARTERECTOMÍA DE AORTA SOD",3,
381500,"ENDARTERECTOMÍA DE VASOS TORACICOS SOD",3,
381501,"TROMBOENDARTERECTOMÍA PULMONAR",3,
"381600","ENDARTERECTOMÍA DE ARTERIAS ABDOMINALES SOD",3,
381601,"ENDARTERECTOMÍA RENAL",3,
381602,"ENDARTERECTOMÍA CELIACA Y/O MESENTERICA",3,
381603,"ENDARTERECTOMÍA AORTOILIACA",3,
"381800","ENDARTERECTOMÍA DE ARTERIAS DE MIEMBROS INFERIORES SOD",3,
381801,"ENDARTERECTOMÍA SUPRAPATELAR",3,
381802,"ENDARTERECTOMÍA INFRAPATELAR",3,
382101,"BIOPSIA DE VASO SANGUÍNEO SUPERFICIAL",2,
382102,"BIOPSIA DE VASO SANGUÍNEO PROFUNDO",2,
"383100","RESECCIÓN CON ANASTOMOSIS DE VASOS INTRACRANEALES SOD",3,
"383101","RESECCIÓN DE MALFORMACION ARTERIOVENOSA SUPRATENTORIAL SPETZLER I Y II",3,
"383102","RESECCIÓN DE MALFORMACION ARTERIOVENOSA SUPRATENTORIAL SPETZLER III, IV Y V",3,
"383103","RESECCIÓN DE MALFORMACIONES ARTERIO VENOSAS DE LINEA MEDIA E INTRAVENTRICULAR",3,
"383104","RESECCIÓN DE MALFORMACION ARTERIOVENOSA INFRATENTORIAL SPETZLER I Y II",3,
"383105","RESECCIÓN DE MALFORMACION ARTERIOVENOSA INFRATENTORIAL SPETZLER III, IV Y V",3,
"383200","RESECCIÓN CON ANASTOMOSIS DE VASOS DE CABEZA Y CUELLO",3,
"383201","RESECCIÓN DE MALFORMACION ARTERIOVENOSA DE CUERO CABELLUDO",1,
"383202","RESECCIÓN ARTERIAL CON ANASTOMOSIS TERMINO TERMINAL EN ZONA I Y III DE CUELLO",3,
"383203","RESECCIÓN ARTERIAL CON ANASTOMOSIS TERMINO TERMINAL EN ZONA II DE CUELLO",3,
"383204","RESECCIÓN VENOSA CON ANASTOMOSIS TERMINO TERMINAL EN ZONA I Y III DE CUELLO",3,
"383205","RESECCIÓN VENOSA CON ANASTOMOSIS TERMINO TERMINAL EN ZONA II DE CUELLO",3,
"383300","RESECCIÓN CON ANASTOMOSIS DE VASOS DE MIEMBROS SUPERIORES SOD",3,
"383301","RESECCIÓN CON ANASTOMOSIS PRIMARIA DE SUBCLAVÍA",3,
383302,"RESECCIÓN CON ANASTOMOSIS PRIMARIA AXILAR",3,
"383303","RESECCIÓN CON ANASTOMOSIS TERMINO-TERMINAL EN BRAZO O ANTEBRAZO",3,
383400,"RESECCIÓN CON ANASTOMOSIS DE AORTA SOD",3,
"383401","RECONSTRUCION DE AORTA TORACICA ASCENDENTE",3,
383402,"RECONSTRUCCION DEL CAYADO AORTICO",3,
"383403","RECONSTRUCION DE AORTA TORACICA DESCENDENTE",3,
"383405","RECONSTRUCION AORTICA TORACO- ABDOMINAL (MÉTODOS CLASICO, DE KOUCHOUKOSY DE LA TROMPA DE ELEFANTE)",3,
"383501","RESECCIÓN CON ANASTOMOSIS EN VASOS ESPINALES, SEGMENTO CERVICAL",3,
"383502","RESECCIÓN CON ANASTOMOSIS EN VASOS ESPINALES, SEGMENTO TORACICO",3,
"383503","RESECCIÓN CON ANASTOMOSIS EN VASOS ESPINALES, SEGMENTO LUMBOSACRO",3,
"383600","RESECCIÓN CON ANASTOMOSIS DE ARTERIAS ABDOMINALES SOD",3,
"383601","RESECCIÓN CON ANASTOMOSIS TERMINO-TERMINAL DE ARTERIAS ABDOMINALES",3,
"383700","RESECCIÓN CON ANASTOMOSIS DE VENAS ABDOMINALES SOD",3,
"383701","RESECCIÓN CON ANASTOMOSIS TERMINO- TERMINAL DE VENAS ABDOMINALES",3,
"383800","RESECCIÓN CON ANASTOMOSIS DE ARTERIAS DE MIEMBROS INFERIORES SOD",3,
383801,"ANASTOMOSIS ARTERIAL PRIMARIA SUPRAPATELAR",3,
383802,"ANASTOMOSIS ARTERIAL PRIMARIA INFRAPATELAR",3,
"383900","RESECCIÓN CON ANASTOMOSIS DE VENAS DE MIEMBROS INFERIORES SOD",3,
"383901","ANASTOMOSIS VENOSA TERMINO TERMINAL SUPRAPATELAR",3,
"383902","ANASTOMOSIS VENOSA TERMINO TERMINAL INFRAPATELAR",3,
"384200","RESECCIÓN CON SUSTITUCIÓNDE VASOS DE CABEZA Y CUELLO SOD",3,
"384201","RESECCIÓN CON INJERTO AUTÓLOGO O PROTESIS DE VASOS DE LA ZONA I Y III DEL CUELLO",3,
"384202","RESECCIÓN CON INJERTO AUTÓLOGO O PROTESIS DE VASOS DE LA ZONA II DEL CUELLO",3,
"384300","RESECCIÓN CON SUSTITUCIÓNDE VASOS DE MIEMBROS SUPERIORES SOD",3,
"384301","RESECCIÓN DE SUBCLAVÍA CON INTERPOSICION DE INJERTO O PRO-TESIS",3,
"384302","RESECCIÓN AXILAR CON INTERPOSICION DE INJERTO O PROTESIS",3,
"384303","RESECCIÓN EN BRAZO O ANTEBRAZO CON INTERPOSICION DE INJERTO O PROTESIS",3,
"384400","RESECCIÓN CON SUSTITUCIÓNDE AORTA ABDOMINAL SOD",3,
"384500","RESECCIÓN CON SUSTITUCIÓNDE VASOS TORACICOS SOD",3,
"384600","RESECCIÓN CON SUSTITUCIÓNDE ARTERIAS ABDOMINALES SOD",3,
"384700","RESECCIÓN CON SUSTITUCIÓNDE VENAS ABDOMINALES SOD",3,
"384800","RESECCIÓN CON SUSTITUCIÓNDE ARTERIAS DE MIEMBROS INFERIORES SOD",3,
"384801","RESECCIÓN ARTERIAL SUPRAPATELAR CON INJERTO AUTÓLOGO O PROTESIS",3,
"384802","RESECCIÓN ARTERIAL INFRAPATELAR CON INJERTO AUTÓLOGO O PROTESIS",3,
"384900","RESECCIÓN CON SUSTITUCIÓNDE VENAS DE MIEMBROS INFERIORES SOD",3,
"385100","OCLUSIÓN, PINZAMIENTO O LIGADURA DE VASOS INTRACRANEALES SOD",3,
"385101","OCLUSIÓN, PINZAMIENTO O LIGADURA DE ARTERIAS DE CIRCULACION CEREBRAL ANTERIOR",3,
"385102","OCLUSIÓN, PINZAMIENTO O LIGADURA DE ARTERIA CARÓTIDA INTRACEREBRAL",3,
"385103","OCLUSIÓN, PINZAMIENTO O LIGADURA DE CARÓTIDA EN SENO CAVERNOSO",3,
"385104","OCLUSIÓN, PINZAMIENTO O LIGADURA DE ARTERIA CEREBRAL",3,
"385105","OCLUSIÓN, PINZAMIENTO O LIGADURA DE VASOS MENINGEOS Y/O SENOS DURALES",3,
"385110","OCLUSIÓN, PINZAMIENTO O LIGADURA DE ARTERIAS DE CIRCULACION CEREBRAL POSTERIOR",3,
"385111","OCLUSIÓN, PINZAMIENTO O LIGADURA DE LESION EN ARTERIA VERTEBRAL",3,
"385120","OCLUSIÓNDE LESION EN VASOS INTRACRANEALES, VÍA ENDO-VASCULAR",3,
"385200","OCLUSIÓN, PINZAMIENTO O LIGADURA DE VASOS DE CABEZA Y CUELLO SOD",3,
"385201","OCLUSIÓN, PINZAMIENTO O LIGADURA ARTERIAL EN ZONA I Y III DEL CUELLO",3,
"385202","OCLUSIÓN, PINZAMIENTO O LIGADURA ARTERIAL EN ZONA II DEL CUELLO",3,
"385203","OCLUSIÓN, PINZAMIENTO O LIGADURA VENOSA EN ZONA I Y III DEL CUELLO",3,
"385204","OCLUSIÓN, PINZAMIENTO O LIGADURA VENOSA EN ZONA II DEL CUELLO",3,
"385220","OCLUSIÓNDE VASOS DE CABEZA Y CUELLO, VÍA ENDOVASCULAR",3,
"385300","OCLUSIÓN, PINZAMIENTO O LIGADURA DE VASOS DE MIEMBROS SUPERIORES SOD",3,
"385303","OCLUSIÓN, PINZAMIENTO O LIGADURA DE VASOS EN BRAZO O ANTEBRAZO",3,
"385320","OCLUSIÓNDE VASOS DE MIEMBROS SUPERIORES, VÍA ENDOVASCULAR",3,
"385401","OCLUSIÓNDE VASOS ESPINALES, VÍA ENDOVASCULAR",3,
"385500","OCLUSIÓN, PINZAMIENTO O LIGADURA DE VASOS TORACICOS SOD",3,
"385520","OCLUSIÓNDE VASOS TORACICOS, VÍA ENDOVASCULAR",3,
"385600","OCLUSIÓN, PINZAMIENTO O LIGADURA DE ARTERIAS ABDOMINALES SOD",3,
"385601","OCLUSIÓN, PINZAMIENTO O LIGADURA DE ARTERIAS ABDOMINALES, UNA O MÁS (SELECTIVAS)",3,
"385620","OCLUSIÓNDE ARTERIAS ABDOMINALES, VÍA ENDOVASCULAR",3,
"385701","OCLUSIÓN, PINZAMIENTO O LIGADURA DE VENAS INTRAABDOMINALES, UNA O MÁS",3,
"385720","OCLUSIÓNDE VENAS INTRAABDOMINALES, VÍA ENDOVASCULAR",3,
"385801","OCLUSIÓN, PINZAMIENTO O LIGADURA ARTERIAL SUPRAPATELAR",3,
"385802","OCLUSIÓN, PINZAMIENTO O LIGADURA ARTERIAL INFRAPATELAR",3,
"385820","OCLUSIÓNDE ARTERIAS DE MIEMBROS INFERIORES, VÍA ENDO-VASCULAR",3,
"385900","OCLUSIÓN, PINZAMIENTO O LIGADURAS DE VENAS DE MIEMBROS INFERIORES SOD",3,
"385901","OCLUSIÓN, PINZAMIENTO O LIGADURA VENOSA PROFUNDA SUPRA-PATELAR",3,
"385902","OCLUSIÓN, PINZAMIENTO O LIGADURA VENOSA PROFUNDA INFRA-PATELAR",3,
385903,"LIGADURA DE PERFORANTES",3,
"385920","OCLUSIÓNDE VENAS DE MIEMBROS INFERIORES, VÍA ENDOVASCULAR",3,
386100,"TOMA DE INJERTO ARTERIAL SOD",3,
386200,"TOMA DE INJERTO VENOSO SOD",3,
"386401","EXTRACCIÓN DE CUERPO EXTRAÑO INTRAVASCULAR (ARTERIAL) (VENOSO), VÍA ABIERTA",3,
"386402","EXTRACCIÓN DE CUERPO EXTRAÑO INTRAVASCULAR (ARTERIAL) (VENOSO), VÍA ENDOVASCULAR [PERCUTÁNEA]",3,
"387300","INSERCIÓN DE IMPLANTE O FILTRO EN VENA CAVA (SUPERIOR O INFERIOR) SOD",3,
"388700","LIGADURA Y ESCISIÓN DE VENAS VARICOSAS ABDOMINALES SOD",3,
"388900","LIGADURA Y ESCISIÓN DE VENAS VARICOSAS DE MIEMBROS INFERIORES SOD",3,
"388901","LIGADURA Y ESCISIÓN SUPRAPATELAR DE VENAS VARICOSAS",3,
"388902","LIGADURA Y ESCISIÓN INFRAPATELAR DE VENAS VARICOSAS NCOC",3,
388903,"LIGADURA Y ESCISIÓN DE SAFENA EXTERNA",3,
388904,"LIGADURA Y ESCISIÓN DE SAFENA INTERNA",3,
"389001","COLOCACIÓN DE CATÉTER ARTERIAL FEMORAL O BRAQUIAL",2,"INCLUYE EL REQUERIDO PARA LA APLICACIÓN DE QUIMIOTERAPIA"
"389002","COLOCACIÓN CATÉTER ARTERIAL PERIFERICO (LINEA ARTERIAL) NCOC",2,"INCLUYE EL REQUERIDO PARA LA APLICACIÓN DE QUIMIOTERAPIA"
"389101","IMPLANTACIÓN DE CATÉTER VENOSO SUBCLAVIO O FEMORAL",2,"INCLUYE EL REQUERIDO PARA LA APLICACIÓN DE QUIMIOTERAPIA"
"389102","INSERCIÓN DE CATÉTER YUGULAR ASCENDENTE",3,"INCLUYE EL REQUERIDO PARA LA APLICACIÓN DE QUIMIOTERAPIA"
"389103","INSERCIÓN DE CATÉTER CENTRAL, VÍA PERIFERICA NCOC",2,"INCLUYE EL REQUERIDO PARA LA APLICACIÓN DE QUIMIOTERAPIA"
389200,"CATÉTERISMO DE VENA UMBILICAL SOD",2,
389300,"CATÉTERISMO O CANALIZACION DE VENA SOD",1,
389400,"DISECCION VENOSA SOD",2,
389500,"CATÉTERIZACION VENOSA PARA DIALISIS RENAL SOD",3,
389900,"FLEBOTOMÍA TERAPEUTICA SOD",3,
"390100","ANASTOMOSIS (INJERTO) AORTA ASCENDENTE- ARTERIA PULMONAR SOD",3,
"390200","ANASTOMOSIS (INJERTO) SUBCLAVÍA-PULMONAR SOD",3,
392204,"DERIVACIÓN O PUENTE AORTO-SUBCLAVIO",3,
392400,"DERIVACIÓN AORTA-RENAL SOD",3,
392501,"DERIVACIÓN AORTO-FEMORAL",3,
392502,"DERIVACIÓN AORTO-ILIACA",3,
392503,"DERIVACIÓN O PUENTE ILIO-FEMORAL",3,
"392701","FORMACION DE FISTULA AV (PERIFERICA) PARA DIALISIS RENAL",3,
"392702","FORMACION DE FISTULA AV (PERIFERICA) PARA DIALISIS RENAL CON PROTESIS [DERIVACIÓN AV POR CANULA EXTERNA DE SCRIBNER] [INSERCIÓN DE CANULA VASO A VASO]",3,
"392800","DERIVACIÓN O PUENTES EN VASOS PERIFERICOS SOD",3,
392801,"DERIVACIÓN (INJERTO) AXILAR-BRAQUIAL",3,
"392802","DERIVACIÓN (INJERTO) O PUENTE FEMORO- PERONEAL",3,
"392803","DERIVACIÓN (INJERTO) O PUENTE FEMORO- POPLITEO",3,
392804,"DERIVACIÓN (INJERTO) O PUENTE FEMORO-TIBIAL",3,
393200,"SUTURA DE VASOS DE CABEZA Y CUELLO SOD",3,
393201,"SUTURA DE ARTERIAS EN ZONA I Y III DEL CUELLO",3,
393202,"SUTURA DE ARTERIAS EN ZONA II DEL CUELLO",3,
393203,"SUTURA DE VENAS ZONA I Y III DE CUELLO",3,
393204,"SUTURA DE VENAS ZONA II DE CUELLO",3,
393300,"SUTURA DE VASOS DE MIEMBROS SUPERIORES SOD",3,
393303,"SUTURA DE ARTERIA DE BRAZO O ANTEBRAZO",3,
"393306","RECONSTRUCCION DE VASOS PERIFERICOS EN MANO",3,
393600,"SUTURA DE ARTERIAS ABDOMINALES SOD",3,
393700,"SUTURA DE VENAS ABDOMINALES SOD",3,
"393800","SUTURA DE ARTERIAS DE MIEMBROS INFERIORES SOD",3,
393801,"SUTURA SUPRAPATELAR DE ARTERIAS",3,
"394100","CONTROL DE HEMORRAGIA DESPUES DE CIRUGIA VASCULAR SOD",3,
"394200","REVISION DE DERIVACIÓN (FISTULA) ARTERIOVENOSA PARA DIALISIS RENAL SOD",3,
"394300","EXTRACCIÓN DE DERIVACIÓN ARTERIOVENOSA PARA DIALISIS RENAL SOD",3,
"395010","ANGIOPLASTIA CON BALON DE VASOS INTRACRANEALES",3,
"395012","ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA CAROTIDA",3,
"395013","ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA VERTEBRAL",3,
"395014","ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA BASILAR",3,
"395020","ANGIOPLASTIA O ATERECTOMIA CON BALON DE VASOS DE CABEZA Y CUELLO NCOC",3,
"395030","ANGIOPL ASTIA CON BALON DE VASOS DE MIEMBROS SUPERIORES",3,
"395060","ANGIOPLASTIA O ATERECTOMIA DE VASOS ABDOMINALES CON BALON NCOC",3,
"395062","ANGIOPLASTIA O ATERECTOMIA DE ARTERIA MESENTERICA",3,
395063,"ANGIOPLASTIA O ATERECTOMIA DE ARTERIA RENAL",3,
